head,detected_correct,detected_parallel,detected_orthogonal,detected_opposite,not_detected,raw_response_prefix
L16_H14,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H15,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H16,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H17,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H18,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H19,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H20,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H21,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H22,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H23,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H24,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H25,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H26,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H27,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H28,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H29,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H30,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L16_H31,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H0,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H1,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H2,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H3,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H4,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H5,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H6,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H7,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H8,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H9,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H10,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H11,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H12,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H13,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H14,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H15,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H16,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H17,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H18,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H19,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H20,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H21,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H22,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H23,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H24,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H25,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H26,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H27,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H28,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H29,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H30,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L17_H31,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H0,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H1,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H2,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H3,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H4,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H5,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H6,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H7,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H8,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H9,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H10,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H11,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H12,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H13,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H14,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H15,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H16,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H17,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H18,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H19,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H20,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H21,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H22,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H23,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H24,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H25,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H26,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H27,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H28,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H29,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H30,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L18_H31,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H0,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H1,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H2,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H3,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H4,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H5,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H6,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H7,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H8,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H9,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H10,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H11,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H12,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H13,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H14,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H15,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H16,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H17,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H18,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H19,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H20,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H21,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
L19_H22,1,0,0,0,0,"I'm not sure. I'm a song, ""Tramp"" from the movie ""Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp from Tramp f"
